Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1,Anatole Abang\Anatole-Abang,cm CMR,FW,NY Red Bulls,19,1996,8,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2,Saad Abdul-Salaam\Saad-Abdul-Salaam,us USA,DF,Sporting KC,24,1991,30,26,2378,26.4,0,3,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches
3,David Accam\David-Accam,gh GHA,MFFW,Chicago,25,1990,24,21,1934,21.5,9,2,7,2,2,4,0,0.42,0.09,0.51,0.33,0.42,Matches
4,Kellyn Acosta\Kellyn-Acosta,us USA,MF,FC Dallas,20,1995,32,24,2330,25.9,2,3,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19,Matches
5,Luciano Acosta\Luciano-Acosta,ar ARG,MFFW,D.C. United,21,1994,31,25,2100,23.3,3,8,3,0,0,9,0,0.13,0.34,0.47,0.13,0.47,Matches
6,Tyler Adams\Tyler-Adams,us USA,MF,NY Red Bulls,16,1999,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
7,Sam Adekugbe\Sam-Adekugbe,ca CAN,DF,Vancouver,21,1995,2,1,112,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
8,Fanendo Adi\Fanendo-Adi,ng NGA,FW,Portland,25,1990,33,30,2646,29.4,16,0,14,2,4,7,0,0.54,0.00,0.54,0.48,0.48,Matches
9,Harrison Afful\Harrison-Afful,gh GHA,DF,Columbus,29,1986,30,30,2561,28.5,3,3,3,0,0,1,1,0.11,0.11,0.21,0.11,0.21,Matches
10,Juan Agudelo\Juan-Agudelo,us USA,FWMF,New England,23,1992,24,14,1347,15.0,7,4,7,0,0,5,0,0.47,0.27,0.73,0.47,0.73,Matches
11,Miguel Aguilar\Miguel-Aguilar,mx MEX,MF,D.C. United,22,1993,6,0,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
12,Agus\Agus,es ESP,DF,Houston,30,1985,8,8,671,7.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
13,Fraser Aird\Fraser-Aird,ca CAN,DFMF,Vancouver,20,1995,18,16,1454,16.2,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches
14,José Aja\Jose-Aja,uy URU,DF,Orlando City,22,1993,10,9,830,9.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
15,Tesho Akindele\Tesho-Akindele,ca CAN,FWMF,FC Dallas,23,1992,31,15,1519,16.9,6,4,4,2,2,2,0,0.36,0.24,0.59,0.24,0.47,Matches
16,Fatai Alashe\Fatai-Alashe,us USA,MF,San Jose,22,1993,28,27,2330,25.9,3,1,3,0,0,8,0,0.12,0.04,0.15,0.12,0.15,Matches
17,Roland Alberg\Roland-Alberg,nl NED,MF,Philadelphia,25,1990,28,13,1158,12.9,9,1,5,4,4,2,2,0.70,0.08,0.78,0.39,0.47,Matches
18,Alex\Alex,br BRA,MF,Houston,27,1988,30,29,2472,27.5,5,2,5,0,0,8,1,0.18,0.07,0.25,0.18,0.25,Matches
19,Eric Alexander\Eric-Alexander,us USA,MF,Houston,27,1988,10,3,331,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
20,Eric Alexander\Eric-Alexander,us USA,MF,Montreal,27,1988,12,12,1046,11.6,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches
21,Tony Alfaro\Tony-Alfaro,us USA,DF,Seattle,22,1993,6,1,289,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
22,Brandon Allen\Brandon-Allen,us USA,FW,NY Red Bulls,22,1993,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
23,Jordan Allen\Jordan-Allen,us USA,FWMF,Real Salt Lake,20,1995,23,11,1107,12.3,3,1,3,0,0,1,0,0.24,0.08,0.33,0.24,0.33,Matches
24,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Seattle,30,1985,32,32,2825,31.4,3,3,3,0,0,7,1,0.10,0.10,0.19,0.10,0.19,Matches
25,Kevin Alston\Kevin-Alston,us USA,DF,Orlando City,27,1988,24,21,1992,22.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
26,Jozy Altidore\Jozy-Altidore,us USA,FW,Toronto FC,26,1989,23,16,1488,16.5,10,4,10,0,1,4,0,0.60,0.24,0.85,0.60,0.85,Matches
27,Ever Alvarado\Ever-Alvarado,hn HON,DF,Sporting KC,24,1992,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
28,Arturo Alvarez\Arturo-Alvarez,sv SLV,MFFW,Chicago,30,1985,30,24,1915,21.3,5,9,5,0,0,2,0,0.23,0.42,0.66,0.23,0.66,Matches
29,Quincy Amarikwa\Quincy-Amarikwa,us USA,FW,San Jose,28,1987,23,22,1687,18.7,3,2,3,0,0,0,0,0.16,0.11,0.27,0.16,0.27,Matches
30,Mikey Ambrose\Mikey-Ambrose,us USA,DF,Orlando City,22,1993,5,4,405,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
31,Oalex Anderson\Oalex-Anderson,vc VIN,FW,Seattle,20,1995,15,2,422,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
32,Nuno André Coelho\Nuno-Andre-Coelho,pt POR,DFMF,Sporting KC,30,1986,22,20,1617,18.0,1,1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,Matches
33,Vytas Andriuškevičius\Vytas-Andriuskevicius,lt LTU,DF,Portland,25,1990,11,10,916,10.2,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
34,Jalil Anibaba\Jalil-Anibaba,us USA,DF,Houston,27,1988,30,28,2616,29.1,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
35,Emmanuel Appiah\Emmanuel-Appiah,us USA,MF,Sporting KC,22,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Yair Arboleda\Yair-Arboleda,co COL,MF,Houston,19,1996,1,1,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
37,Gbenga Arokoyo\Gbenga-Arokoyo,ng NGA,DF,Portland,23,1992,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
38,David Arshakyan\David-Arshakyan,am ARM,FW,Chicago,21,1994,9,3,326,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
39,Corey Ashe\Corey-Ashe,us USA,DF,Columbus,29,1986,18,14,1208,13.4,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches
40,Dairon Asprilla\Dairon-Asprilla,co COL,FWMF,Portland,23,1992,9,6,489,5.4,1,0,0,1,1,1,1,0.18,0.00,0.18,0.00,0.00,Matches
41,Jeff Attinella\Jeff-Attinella,us USA,GK,Real Salt Lake,27,1988,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
42,Eric Ayuk\Eric-Ayuk,cm CMR,MF,Philadelphia,18,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
43,Micheal Azira\Micheal-Azira,ug UGA,MF,Colorado,28,1987,31,28,2503,27.8,0,1,0,0,0,9,2,0.00,0.04,0.04,0.00,0.04,Matches
44,Gideon Baah\Gideon-Baah,gh GHA,DF,NY Red Bulls,24,1991,9,6,468,5.2,2,0,2,0,0,0,0,0.38,0.00,0.38,0.38,0.38,Matches
45,Molham Babouli\Molham-Babouli,ca CAN,FW,Toronto FC,22,1993,16,6,654,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Dominique Badji\Dominique-Badji,sn SEN,MFFW,Colorado,23,1992,27,17,1576,17.5,6,2,6,0,0,5,0,0.34,0.11,0.46,0.34,0.46,Matches
47,Pedro Báez\Pedro-Baez,py PAR,FW,Real Salt Lake,19,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
48,Mehdi Ballouchy\Mehdi-Ballouchy,ma MAR,FW,NYCFC,32,1983,4,1,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Júlio Baptista\Julio-Baptista,br BRA,MFFW,Orlando City,34,1981,23,5,741,8.2,6,3,6,0,1,1,0,0.73,0.36,1.09,0.73,1.09,Matches
50,Jack Barmby\Jack-Barmby,eng ENG,MFDF,Portland,21,1994,19,2,395,4.4,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches
51,Darrius Barnes\Darrius-Barnes,us USA,DFMF,New England,29,1986,4,4,344,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
52,Giles Barnes\Giles-Barnes,jm JAM,MFFW,Houston,27,1988,14,13,1100,12.2,4,2,4,0,0,0,0,0.33,0.16,0.49,0.33,0.49,Matches
53,Giles Barnes\Giles-Barnes,jm JAM,FWMF,Vancouver,27,1988,10,8,704,7.8,2,2,2,0,0,1,0,0.26,0.26,0.51,0.26,0.51,Matches
54,Tranquillo Barnetta\Tranquillo-Barnetta,ch SUI,MF,Philadelphia,30,1985,29,25,2309,25.7,5,4,5,0,0,8,0,0.19,0.16,0.35,0.19,0.35,Matches
55,Chad Barrett\Chad-Barrett,us USA,FW,San Jose,30,1985,20,3,577,6.4,2,1,2,0,0,1,0,0.31,0.16,0.47,0.31,0.47,Matches
56,Michael Barrios\Michael-Barrios,co COL,MFFW,FC Dallas,24,1991,32,30,2435,27.1,9,2,9,0,0,3,0,0.33,0.07,0.41,0.33,0.41,Matches
57,Hadji Barry\Hadji-Barry,gn GUI,MF,Orlando City,23,1992,8,4,294,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
58,Chad Barson\Chad-Barson,us USA,DF,Columbus,24,1991,7,3,329,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
59,DaMarcus Beasley\DaMarcus-Beasley,us USA,DF,Houston,33,1982,24,24,1973,21.9,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches
60,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,33,1982,27,27,2366,26.3,0,1,0,0,0,8,1,0.00,0.04,0.04,0.00,0.04,Matches
61,Alejandro Bedoya\Alejandro-Bedoya,us USA,MF,Philadelphia,28,1987,10,10,842,9.4,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches
62,Steven Beitashour\Steven-Beitashour,ir IRN,DFMF,Toronto FC,28,1987,29,29,2558,28.4,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches
63,Kyle Bekker\Kyle-Bekker,ca CAN,MF,Montreal,25,1990,18,13,1138,12.6,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
64,Tony Beltran\Tony-Beltran,us USA,DF,Real Salt Lake,28,1987,29,27,2467,27.4,0,2,0,0,0,9,0,0.00,0.07,0.07,0.00,0.07,Matches
65,Joe Bendik\Joe-Bendik,us USA,GK,Orlando City,26,1989,34,34,3060,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
66,Hernán Bernardello\Hernan-Bernardello,ar ARG,MF,Montreal,29,1986,12,11,991,11.0,1,0,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches
67,Víctor Bernárdez\Victor-Bernardez,hn HON,DF,San Jose,33,1982,33,33,2832,31.5,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches
68,Patrice Bernier\Patrice-Bernier,ca CAN,MF,Montreal,36,1979,20,13,1182,13.1,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
69,Matt Besler\Matt-Besler,us USA,DF,Sporting KC,28,1987,18,17,1545,17.2,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
70,Justin Bilyeu\Justin-Bilyeu,us USA,DF,NY Red Bulls,21,1994,3,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
71,David Bingham\David-Bingham,us USA,GK,San Jose,26,1989,34,33,3016,33.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
72,Steve Birnbaum\Steve-Birnbaum,us USA,DF,D.C. United,25,1991,26,26,2340,26.0,3,2,3,0,0,5,0,0.12,0.08,0.19,0.12,0.19,Matches
73,Andre Blake\Andre-Blake,jm JAM,GK,Philadelphia,25,1990,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
74,Mark Bloom\Mark-Bloom,us USA,MFDF,Toronto FC,28,1987,7,5,338,3.8,0,2,0,0,0,1,0,0.00,0.53,0.53,0.00,0.53,Matches
75,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,MF,LA Galaxy,22,1994,26,17,1545,17.2,2,5,2,0,0,1,0,0.12,0.29,0.41,0.12,0.41,Matches
76,Luke Boden\Luke-Boden,eng ENG,DF,Orlando City,27,1988,20,19,1611,17.9,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
77,Christian Bolaños\Christian-Bolanos,cr CRC,MF,Vancouver,31,1984,27,23,2114,23.5,5,8,5,0,1,2,0,0.21,0.34,0.55,0.21,0.55,Matches
78,Colin Bonner\Colin-Bonner,us USA,FW,FC Dallas,21,1994,1,1,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Alex Bono\Alex-Bono,us USA,GK,Toronto FC,21,1994,16,15,1371,15.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Nat Borchers\Nat-Borchers,us USA,DF,Portland,34,1981,21,21,1810,20.1,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,Matches
81,Bobby Boswell\Bobby-Boswell,us USA,DF,D.C. United,32,1983,30,29,2633,29.3,2,1,2,0,0,3,0,0.07,0.03,0.10,0.07,0.10,Matches
82,Michael Bradley\Michael-Bradley,us USA,MF,Toronto FC,28,1987,24,24,2160,24.0,1,4,1,0,0,5,0,0.04,0.17,0.21,0.04,0.21,Matches
83,Federico Bravo\Federico-Bravo,ar ARG,MF,NYCFC,22,1993,21,11,1105,12.3,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
84,Neco Brett\Neco-Brett,jm JAM,FW,Portland,23,1992,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Frédéric Brillant\Frederic-Brillant,fr FRA,DF,NYCFC,30,1985,31,31,2790,31.0,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
86,Keyner Brown\Keyner-Brown,cr CRC,DF,Houston,24,1991,4,3,285,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
87,Will Bruin\Will-Bruin,us USA,FW,Houston,26,1989,31,18,1554,17.3,4,2,4,0,0,1,0,0.23,0.12,0.35,0.23,0.35,Matches
88,Teal Bunbury\Teal-Bunbury,us USA,MFFW,New England,25,1990,27,19,1658,18.4,2,2,2,0,0,5,0,0.11,0.11,0.22,0.11,0.22,Matches
89,Marc Burch\Marc-Burch,us USA,DF,Colorado,31,1984,28,27,2443,27.1,0,3,0,0,0,9,0,0.00,0.11,0.11,0.00,0.11,Matches
90,Bobby Burling\Bobby-Burling,us USA,DF,Colorado,31,1984,16,16,1414,15.7,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
91,Julian Büscher\Julian-Buscher,de GER,MF,D.C. United,22,1993,20,3,600,6.7,1,4,1,0,0,3,0,0.15,0.60,0.75,0.15,0.75,Matches
92,Evan Bush\Evan-Bush,us USA,GK,Montreal,29,1986,33,33,2931,32.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
93,Marco Bustos\Marco-Bustos,ca CAN,MF,Vancouver,19,1996,3,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
94,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Montreal,22,1993,23,21,1926,21.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,24,1991,32,31,2611,29.0,0,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches
96,Joey Calistri\Joey-Calistri,us USA,FW,Chicago,22,1993,14,2,357,4.0,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
97,Caleb Calvert\Caleb-Calvert,us USA,FW,Colorado,19,1996,8,1,171,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Hassoun Camara\Hassoun-Camara,sn SEN,DF,Montreal,31,1984,27,26,2246,25.0,2,2,2,0,0,6,0,0.08,0.08,0.16,0.08,0.16,Matches
99,Jonathan Campbell\Jonathan-Campbell,us USA,DF,Chicago,22,1993,33,30,2824,31.4,1,1,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06,Matches
100,Servando Carrasco\Servando-Carrasco,us USA,MF,Orlando City,27,1988,31,21,2005,22.3,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches
101,Brian Carroll\Brian-Carroll,us USA,MF,Philadelphia,34,1981,26,23,2093,23.3,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches
102,Conor Casey\Conor-Casey,us USA,FW,Columbus,34,1981,4,0,111,1.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
103,Dennis Castillo\Dennis-Castillo,cr CRC,DF,Colorado,22,1993,4,1,125,1.4,0,1,0,0,0,1,0,0.00,0.72,0.72,0.00,0.72,Matches
104,Fabián Castillo\Fabian-Castillo,co COL,MFFW,FC Dallas,23,1992,22,20,1744,19.4,5,5,5,0,0,1,0,0.26,0.26,0.52,0.26,0.52,Matches
105,Cordell Cato\Cordell-Cato,tt TRI,DFMF,San Jose,23,1992,21,15,1393,15.5,0,2,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches
106,Darwin Cerén\Darwin-Ceren,sv SLV,MF,Orlando City,26,1989,16,14,1220,13.6,0,2,0,0,0,1,1,0.00,0.15,0.15,0.00,0.15,Matches
107,Darwin Cerén\Darwin-Ceren,sv SLV,MF,San Jose,26,1989,12,9,893,9.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Maxime Chanot\Maxime-Chanot,lu LUX,DF,NYCFC,26,1989,6,5,495,5.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Jay Chapman\Jay-Chapman,ca CAN,MF,Toronto FC,22,1994,18,9,784,8.7,0,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches
110,Diego Chará\Diego-Chara,co COL,MF,Portland,29,1986,30,30,2599,28.9,0,1,0,0,0,9,1,0.00,0.03,0.03,0.00,0.03,Matches
111,Benoît Cheyrou\Benoit-Cheyrou,fr FRA,MFDF,Toronto FC,34,1981,14,9,803,8.9,0,2,0,0,0,2,2,0.00,0.22,0.22,0.00,0.22,Matches
112,David Choinière\David-Choiniere,ca CAN,FW,Montreal,18,1997,1,1,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
113,Laurent Ciman\Laurent-Ciman,be BEL,DF,Montreal,30,1985,28,28,2483,27.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
114,Ricardo Clark\Ricardo-Clark,us USA,MF,Houston,32,1983,32,29,2548,28.3,4,2,4,0,0,4,0,0.14,0.07,0.21,0.14,0.21,Matches
115,Steve Clark\Steve-Clark,us USA,GK,Columbus,29,1986,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Răzvan Cociș\Razvan-Cocis,ro ROU,MF,Chicago,32,1983,30,19,1907,21.2,5,2,5,0,0,4,0,0.24,0.09,0.33,0.24,0.33,Matches
117,Ashley Cole\Ashley-Cole,eng ENG,DF,LA Galaxy,35,1980,26,25,2228,24.8,1,0,1,0,0,4,3,0.04,0.00,0.04,0.04,0.04,Matches
118,Aurélien Collin\Aurelien-Collin,fr FRA,DF,NY Red Bulls,29,1986,23,21,1933,21.5,0,2,0,0,0,7,1,0.00,0.09,0.09,0.00,0.09,Matches
119,Aurélien Collin\Aurelien-Collin,fr FRA,DF,Orlando City,29,1986,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Kip Colvey\Kip-Colvey,nz NZL,DF,San Jose,21,1994,4,3,315,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Anderson Conceição\Anderson-Conceicao,br BRA,DF,Philadelphia,26,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Armando Cooper\Armando-Cooper,pa PAN,MF,Toronto FC,28,1987,6,4,390,4.3,0,2,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,Matches
123,Coy Craft\Coy-Craft,us USA,FWMF,FC Dallas,18,1997,2,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Warren Creavalle\Warren-Creavalle,us USA,MF,Philadelphia,25,1990,27,21,1808,20.1,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches
125,Sam Cronin\Sam-Cronin,us USA,MF,Colorado,29,1986,33,33,2920,32.4,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches
126,Cody Cropper\Cody-Cropper,us USA,GK,New England,22,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Omer Damari\Omer-Damari,il ISR,FW,NY Red Bulls,26,1989,4,0,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Aubrey David\Aubrey-David,tt TRI,DF,FC Dallas,25,1990,5,4,364,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Alphonso Davies\Alphonso-Davies,ca CAN,MF,Vancouver,15,2000,8,2,305,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Charlie Davies\Charlie-Davies,us USA,FW,Philadelphia,29,1986,8,0,89,1.0,0,1,0,0,0,0,0,0.00,1.01,1.01,0.00,1.01,Matches
